단지번호,단지명,풍력기번호(임시),준공일,분류,주소,엑스좌표(GRS80_C_x),와이좌표(GRS80_C_y),위도(lat),경도(lon)
60,GS영양,18,2015-08-01,육상,경상북도 영양군 영양읍 무네미길 183-54 무창리 산 62,446957.5451,398504.9088,36.60038079,129.218382
61,군산산단,1,2015-09-01,육상,"전라북도 군산시 외항로 1372 (비응도동) 비응도동 19,21,22,23,24,35",372894.847,157395.3993,35.95265899,126.5277587
61,군산산단,2,2015-09-01,육상,"전라북도 군산시 외항로 1372 (비응도동) 비응도동 19,21,22,23,24,35",372753.7599,157391.2924,35.95138732,126.5277207
61,군산산단,3,2015-09-01,육상,"전라북도 군산시 외항로 1372 (비응도동) 비응도동 19,21,22,23,24,35",372725.3238,157613.8801,35.95114073,126.5301893
62,부안,1,2015-11-01,육상,전라북도 부안군 하서면 신재생에너지로 34 (백련리 1241),346216.5595,163633.0874,35.71247661,126.5981115
63,하장,1,2015-11-01,육상,강원도 삼척시 하장면 판문길 714-77,518546.6148,371621.9357,37.25031275,128.934344
63,하장,2,2015-11-01,육상,강원도 삼척시 하장면 판문길 714-77,518336.6739,371623.2878,37.24842192,128.9343108
64,화순,1,2015-11-01,육상,전라남도 화순군,276775.2118,206099.3833,35.08723781,127.0668856
64,화순,2,2015-11-01,육상,전라남도 화순군,277023.8749,205930.4822,35.08948019,127.0650352
64,화순,3,2015-11-01,육상,전라남도 화순군,277193.3838,205603.6522,35.09100996,127.0614523
64,화순,4,2015-11-01,육상,전라남도 화순군,277164.7559,205332.1769,35.09075339,127.058475
64,화순,5,2015-11-01,육상,전라남도 화순군,277499.799,205558.3725,35.09377214,127.0609578
64,화순,6,2015-11-01,육상,전라남도 화순군,277347.1847,205130.1688,35.0923988,127.0562608
64,화순,7,2015-11-01,육상,전라남도 화순군,277419.1632,204940.7511,35.09304853,127.0541839
64,화순,8,2015-11-01,육상,전라남도 화순군,277826.2523,205533.726,35.09671483,127.0606897
65,거창,1,2016-02-01,육상,"경상남도 거창군 신원면 창지길 28-20 (풍력)과정리 산150-1, (ESS)과정리 산150-2",332391.0782,282319.6445,35.58511825,127.9082563
65,거창,2,2016-02-01,육상,"경상남도 거창군 신원면 창지길 28-20 (풍력)과정리 산150-1, (ESS)과정리 산150-2",332423.6095,282591.1387,35.58538881,127.9112548
65,거창,3,2016-02-01,육상,"경상남도 거창군 신원면 창지길 28-20 (풍력)과정리 산150-1, (ESS)과정리 산150-2",332321.1551,282029.8996,35.58451217,127.9050527
65,거창,4,2016-02-01,육상,"경상남도 거창군 신원면 창지길 28-20 (풍력)과정리 산150-1, (ESS)과정리 산150-2",332293.8483,281769.3062,35.58428764,127.9021751
65,거창,5,2016-02-01,육상,"경상남도 거창군 신원면 창지길 28-20 (풍력)과정리 산150-1, (ESS)과정리 산150-2",332578.982,282802.1041,35.58677138,127.9135981
65,거창,6,2016-02-01,육상,"경상남도 거창군 신원면 창지길 28-20 (풍력)과정리 산150-1, (ESS)과정리 산150-2",332725.9223,283041.2571,35.58807555,127.9162515
65,거창,7,2016-02-01,육상,"경상남도 거창군 신원면 창지길 28-20 (풍력)과정리 산150-1, (ESS)과정리 산150-2",333057.7881,283074.5368,35.59106346,127.9166528
66,평창,1,2016-03-01,육상,강원도 평창군 미탄면 청옥산길 583-76,532675.4365,333270.5325,37.38384672,128.5047776
66,평창,2,2016-03-01,육상,강원도 평창군 미탄면 청옥산길 583-76,533021.4512,333339.6508,37.38695338,128.5056201
66,평창,3,2016-03-01,육상,강원도 평창군 미탄면 청옥산길 583-76,533172.3126,333407.7827,37.38830241,128.5064164
66,평창,4,2016-03-01,육상,강원도 평창군 미탄면 청옥산길 583-76,533516.6977,333412.6161,37.39140363,128.506533
66,평창,5,2016-03-01,육상,강원도 평창군 미탄면 청옥산길 583-76,533666.0087,333450.9341,37.39274298,128.5069925
66,평창,6,2016-03-01,육상,강원도 평창군 미탄면 청옥산길 583-76,533900.4691,333534.3943,37.39484277,128.507977
66,평창,7,2016-03-01,육상,강원도 평창군 미탄면 청옥산길 583-76,534183.685,333717.8627,37.39736728,128.5100994
66,평창,8,2016-03-01,육상,강원도 평창군 미탄면 청옥산길 583-76,534401.2334,333867.8862,37.39930511,128.5118325
66,평창,9,2016-03-01,육상,강원도 평창군 미탄면 청옥산길 583-76,534671.7289,333915.5745,37.40173459,128.5124198
66,평창,10,2016-03-01,육상,강원도 평창군 미탄면 청옥산길 583-76,534877.5415,333938.8078,37.403585,128.5127194
66,평창,11,2016-03-01,육상,강원도 평창군 미탄면 청옥산길 583-76,534839.1807,334197.1932,37.40320212,128.5156298
66,평창,12,2016-03-01,육상,강원도 평창군 미탄면 청옥산길 583-76,535110.2155,334127.4318,37.40565344,128.5148913
66,평창,13,2016-03-01,육상,강원도 평창군 미탄면 청옥산길 583-76,535221.8135,333841.2497,37.40669997,128.5116802
66,평창,14,2016-03-01,육상,강원도 평창군 미탄면 청옥산길 583-76,535460.925,333710.8188,37.40887249,128.5102508
66,평창,15,2016-03-01,육상,강원도 평창군 미탄면 청옥산길 583-76,535422.2101,333503.5154,37.40855367,128.5079031
67,의령,1,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312351.1304,312245.9673,35.40159843,128.2356141
67,의령,2,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312301.035,312077.5102,35.40116596,128.2337533
67,의령,3,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312385.9146,311933.655,35.40194699,128.2321817
67,의령,4,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312479.6505,311800.2788,35.40280662,128.2307266
67,의령,5,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312561.1025,311666.9908,35.40355554,128.2292708
67,의령,6,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312585.1907,311508.2438,35.40379037,128.2275269
67,의령,7,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312480.4525,311363.2843,35.40286276,128.2259171
67,의령,8,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312380.6942,311238.5847,35.40197775,128.2245311
67,의령,9,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312267.1836,311146.3046,35.40096517,128.2235
67,의령,10,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312225.6016,310900.9797,35.40061779,128.2207944
67,의령,11,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312161.0822,310696.4645,35.40005913,128.2185348
67,의령,12,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312096.4237,310534.3795,35.39949446,128.2167422
67,의령,13,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312076.0016,310348.296,35.39933104,128.2146914
67,의령,14,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312044.4744,310169.7941,35.39906669,128.2127227
67,의령,15,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312025.7108,310007.4401,35.39891553,128.2109333
67,의령,16,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312676.3806,309674.8469,35.40481551,128.2073604
67,의령,17,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312457.9056,309618.4026,35.40285299,128.2067098
67,의령,18,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312328.8815,309716.9632,35.40167948,128.2077772
67,의령,19,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312150.0428,309697.0768,35.40007011,128.2075343
67,의령,20,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312051.6927,309734.3171,35.39917976,128.207931
67,의령,21,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,311905.0412,309707.4634,35.3978612,128.2076157
67,의령,22,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,312880.5759,309748.675,35.40664743,128.2082004
67,의령,23,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,313073.3185,309788.2615,35.40837991,128.2086621
67,의령,24,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,313286.4441,309711.9216,35.41030884,128.2078505
67,의령,25,2016-04-01,육상,경상남도 의령군 가례면 가례로10동길 9,313494.7416,309643.4702,35.41219339,128.207125
68,제주상명,1,2016-07-01,육상,제주특별자치도 제주시 한림읍 금악서길 177,83124.52389,134224.1112,33.33948653,126.2934512
68,제주상명,2,2016-07-01,육상,제주특별자치도 제주시 한림읍 금악서길 177,83094.05499,134036.8418,33.33920038,126.2914419
68,제주상명,3,2016-07-01,육상,제주특별자치도 제주시 한림읍 금악서길 177,83038.66639,133649.958,33.33867724,126.2872905
68,제주상명,4,2016-07-01,육상,제주특별자치도 제주시 한림읍 금악서길 177,83158.2983,133773.5649,33.3397634,126.2886094
68,제주상명,5,2016-07-01,육상,제주특별자치도 제주시 한림읍 금악서길 177,83265.6086,133953.0479,33.3407419,126.2905294
68,제주상명,6,2016-07-01,육상,제주특별자치도 제주시 한림읍 금악서길 177,83350.73232,134123.0998,33.34151976,126.2923497
68,제주상명,7,2016-07-01,육상,제주특별자치도 제주시 한림읍 금악서길 177,83377.64787,134329.988,33.34177506,126.29457
69,홍성모산도,1,2016-08-01,육상,"충청남도 홍성군 서부면 홍보로 1183 신리 616, 616-2,616-12,616-13,616-15",435689.1118,153808.4449,36.51837398,126.4842982
70,고원,1,2016-09-01,육상,강원도 태백시 초막2길 3 (화전동) 주식회사 고원풍력발전,519167.1635,373512.3089,37.25555098,128.9557835
70,고원,2,2016-09-01,육상,강원도 태백시 초막2길 3 (화전동) 주식회사 고원풍력발전,518973.6771,373498.3812,37.25381119,128.9555815
70,고원,3,2016-09-01,육상,강원도 태백시 초막2길 3 (화전동) 주식회사 고원풍력발전,518718.4611,373594.8665,37.25149497,128.956609
70,고원,4,2016-09-01,육상,강원도 태백시 초막2길 3 (화전동) 주식회사 고원풍력발전,518514.3639,373647.2283,37.24964728,128.9571513
70,고원,5,2016-09-01,육상,강원도 태백시 초막2길 3 (화전동) 주식회사 고원풍력발전,518286.5192,373475.8691,37.2476274,128.955168
70,고원,6,2016-09-01,육상,강원도 태백시 초막2길 3 (화전동) 주식회사 고원풍력발전,518098.5021,373625.9881,37.24590633,128.9568152
71,여수금성,1,2016-09-01,육상,전라남도 여수시 돌산읍 성두길 9-15 금성리 산154-5,222416.3707,271721.9968,34.59475734,127.7818222
71,여수금성,2,2016-09-01,육상,전라남도 여수시 돌산읍 성두길 9-15 금성리 산154-5,222618.9157,272047.1484,34.59656024,127.7853835
72,탐라(해상),1,2016-09-01,해상,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",84812.66412,122535.801,33.35392798,126.167764
72,탐라(해상),2,2016-09-01,해상,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",84967.41216,122762.6284,33.35533939,126.1701875
72,탐라(해상),3,2016-09-01,해상,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",85128.59798,122983.9997,33.3568084,126.1725519
72,탐라(해상),4,2016-09-01,해상,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",85294.77488,123202.062,33.35832213,126.1748803
72,탐라(해상),5,2016-09-01,해상,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",85503.52703,123384.6156,33.36021711,126.1768238
72,탐라(해상),6,2016-09-01,해상,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",85608.63923,123640.3645,33.36118292,126.1795625
72,탐라(해상),7,2016-09-01,해상,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",85783.77846,123861.2911,33.36277752,126.1819212
72,탐라(해상),8,2016-09-01,해상,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",85939.90149,124083.8037,33.36420075,126.1842987
72,탐라(해상),9,2016-09-01,해상,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",86106.251,124305.966,33.3657161,126.1866716
72,탐라(해상),10,2016-09-01,해상,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",86283.53013,124515.7205,33.36732908,126.1889104
73,GS천북,1,2016-01-01,해상,경상북도 경주시 천북면 천북산단로2길 103 천북풍력발전소,373215.2985,405704.7166,35.93482776,129.2793956
73,GS천북,2,2016-01-01,해상,경상북도 경주시 천북면 천북산단로2길 103 천북풍력발전소,373421.2632,405740.5399,35.93667499,129.2798456
73,GS천북,3,2016-01-01,해상,경상북도 경주시 천북면 천북산단로2길 103 천북풍력발전소,373624.68,405603.2209,35.9385357,129.2783776
74,경주강동,1,2016-11-01,육상,경상북도 경주시 강동면 사라길 213-21 왕신리 산47-1,376575.0657,408584.1574,35.96447271,129.3121611
74,경주강동,2,2016-11-01,육상,경상북도 경주시 강동면 사라길 213-21 왕신리 산47-1,376428.1347,408693.2917,35.96312628,129.3133314
74,경주강동,3,2016-11-01,육상,경상북도 경주시 강동면 사라길 213-21 왕신리 산47-1,376177.2422,408712.4535,35.96086289,129.3134777
75,영광약수,1,2016-11-01,육상,전라남도 영광군 영광읍 옥당로 108 2층,300053.2489,143488.7101,35.29547831,126.3787195
75,영광약수,2,2016-11-01,육상,전라남도 영광군 영광읍 옥당로 108 2층,300064.6123,143209.4969,35.29556492,126.3756493
75,영광약수,3,2016-11-01,육상,전라남도 영광군 영광읍 옥당로 108 2층,299909.2848,142994.6448,35.29415276,126.3732981
75,영광약수,4,2016-11-01,육상,전라남도 영광군 영광읍 옥당로 108 2층,299722.5262,142857.4226,35.2924617,126.3718026
75,영광약수,5,2016-11-01,육상,전라남도 영광군 영광읍 옥당로 108 2층,299534.4547,142754.2247,35.29076075,126.3706813
75,영광약수,6,2016-11-01,육상,전라남도 영광군 영광읍 옥당로 108 2층,299365.83,143069.6091,35.28925894,126.3741599
76,하장2,1,2016-11-01,육상,강원도 삼척시 하장면 판문길 714-649,517992.322,370826.3227,37.24546728,128.9252542
76,하장2,2,2016-11-01,육상,강원도 삼척시 하장면 판문길 714-649,517836.1339,370686.2881,37.2440864,128.923641
77,전남2(실증단지),1,2016-11-01,육상,전라남도 영광군,299123.1977,140708.6582,35.28693508,126.3482248
78,군산(해상)(실증용),1,2017-01-01,해상,전라북도 군산시,375053.1466,156238.1079,35.97205858,126.5148124
79,어곡,1,2017-02-01,해상,경상남도 양산시 원동면 어실로 1206 양산시 원동면 대리 1040-3,316195.4055,380532.1433,35.42620218,128.9878381
80,강릉대기리,1,2017-03-01,육상,강원도 강릉시 왕산면 안반데기2길 3,557556.1795,353303.1084,37.60482723,128.7360605
80,강릉대기리,2,2017-03-01,육상,강원도 강릉시 왕산면 안반데기2길 3,557866.6817,353266.4649,37.60762964,128.7357107
80,강릉대기리,3,2017-03-01,육상,강원도 강릉시 왕산면 안반데기2길 3,558212.7785,353350.1727,37.61073256,128.7367307
80,강릉대기리,4,2017-03-01,육상,강원도 강릉시 왕산면 안반데기2길 3,558729.9094,353381.1902,37.61538453,128.7371902
80,강릉대기리,5,2017-03-01,육상,강원도 강릉시 왕산면 안반데기2길 3,559780.0237,353294.7491,37.62485598,128.7364316
80,강릉대기리,6,2017-03-01,육상,강원도 강릉시 왕산면 안반데기2길 3,560092.7185,353267.0641,37.62767664,128.7361837
80,강릉대기리,7,2017-03-01,육상,강원도 강릉시 왕산면 안반데기2길 3,560395.8524,353166.5161,37.63042333,128.7351086
80,강릉대기리,8,2017-03-01,육상,강원도 강릉시 왕산면 안반데기2길 3,560654.2815,352987.849,37.63278042,128.7331396
80,강릉대기리,9,2017-03-01,육상,강원도 강릉시 왕산면 안반데기2길 3,560851.0212,352779.4689,37.63458685,128.730821
80,강릉대기리,10,2017-03-01,육상,강원도 강릉시 왕산면 안반데기2길 3,561105.661,352610.8915,37.63690807,128.7289652
80,강릉대기리,11,2017-03-01,육상,강원도 강릉시 왕산면 안반데기2길 3,561584.3961,352765.8329,37.64119369,128.7308198
80,강릉대기리,12,2017-03-01,육상,강원도 강릉시 왕산면 안반데기2길 3,561795.219,352842.4106,37.64307957,128.7317312
80,강릉대기리,13,2017-03-01,육상,강원도 강릉시 왕산면 안반데기2길 3,562062.1528,352921.7951,37.6454703,128.7326861
81,대관령1,1,2017-07-01,육상,강원도 평창군 대관령면 꽃밭양지길 534-3 횡계리 산1-174,573234.2809,351315.128,37.74634919,128.7168083
81,대관령1,2,2017-07-01,육상,강원도 평창군 대관령면 꽃밭양지길 534-3 횡계리 산1-174,573082.1389,351222.3333,37.74499439,128.7157242
82,대기1풍력,1,2017-09-01,육상,강원도 강릉시 왕산면 안반데기2길 327 대기리 2214-102,560014.2525,353724.8156,37.6268936,128.7413503
83,대기2풍력,1,2017-09-01,육상,강원도 강릉시 왕산면 안반데기2길 327 대기리 2214-102,559902.8144,353863.6697,37.6258668,128.7428991
84,하장3,1,2017-01-01,육상,강원도 삼척시 하장면 판문리 산42,518905.2844,371501.9468,37.25356476,128.9330748
84,하장3,2,2017-01-01,육상,강원도 삼척시 하장면 판문리 산42,518720.1549,371496.5072,37.25189862,128.9329709
85,경주2,1,2017-12-01,육상,경상북도 경주시 양남면 외남로 1281-24 / 경주시 양남면 효동리 산501-2,347539.2764,414387.8281,35.70175355,129.368658
85,경주2,2,2017-12-01,육상,경상북도 경주시 양남면 외남로 1281-24 / 경주시 양남면 효동리 산501-2,348122.5101,414218.7575,35.70704234,129.3669467
85,경주2,3,2017-12-01,육상,경상북도 경주시 양남면 외남로 1281-24 / 경주시 양남면 효동리 산501-2,348421.7723,414263.7161,35.70972745,129.3675229
85,경주2,4,2017-12-01,육상,경상북도 경주시 양남면 외남로 1281-24 / 경주시 양남면 효동리 산501-2,348697.2841,414224.0598,35.71221707,129.3671584
85,경주2,5,2017-12-01,육상,경상북도 경주시 양남면 외남로 1281-24 / 경주시 양남면 효동리 산501-2,349131.7285,414270.266,35.71611922,129.3677844
85,경주2,6,2017-12-01,육상,경상북도 경주시 양남면 외남로 1281-24 / 경주시 양남면 효동리 산501-2,349477.9843,414361.3195,35.71921747,129.3688821
85,경주2,7,2017-12-01,육상,경상북도 경주시 양남면 외남로 1281-24 / 경주시 양남면 효동리 산501-2,349714.5054,414471.63,35.72132335,129.3701633
85,경주2,8,2017-12-01,육상,경상북도 경주시 양남면 외남로 1281-24 / 경주시 양남면 효동리 산501-2,349819.7234,414672.7202,35.72222706,129.372412
85,경주2,9,2017-12-01,육상,경상북도 경주시 양남면 외남로 1281-24 / 경주시 양남면 효동리 산501-2,350024.8734,414864.7645,35.72403258,129.3745876
86,순천계월리,1,2017-12-01,육상,전라남도 순천시 월등면 송치길 98 (야망연수원) / 전남 순천 월등면 계월리 산150-2,273285.4736,239403.0515,35.05503179,127.4319216
87,동복리마을,1,2017-12-01,육상,제주특별자치도 제주시 구좌읍 북흘로 255 / 동복리 산 56,104353.4373,174376.6426,33.53259184,126.7241473
88,영양무창,1,2017-12-01,육상,"경상북도 영양군 영양읍 영양창수로 983-130 / 무창리 산62-36, 3-2, 110, 108",447782.5015,399612.9662,36.60757808,129.2309706
88,영양무창,2,2017-12-01,육상,"경상북도 영양군 영양읍 영양창수로 983-130 / 무창리 산62-36, 3-2, 110, 108",447982.0729,399533.727,36.60939171,129.2301373
88,영양무창,3,2017-12-01,육상,"경상북도 영양군 영양읍 영양창수로 983-130 / 무창리 산62-36, 3-2, 110, 108",448296.7619,399598.2509,36.61221185,129.2309396
88,영양무창,4,2017-12-01,육상,"경상북도 영양군 영양읍 영양창수로 983-130 / 무창리 산62-36, 3-2, 110, 108",448543.3436,399517.031,36.6144492,129.2300964
88,영양무창,5,2017-12-01,육상,"경상북도 영양군 영양읍 영양창수로 983-130 / 무창리 산62-36, 3-2, 110, 108",448647.0802,399306.6409,36.61542728,129.2277733
88,영양무창,6,2017-12-01,육상,"경상북도 영양군 영양읍 영양창수로 983-130 / 무창리 산62-36, 3-2, 110, 108",448793.4698,399173.4483,36.61677328,129.2263235
88,영양무창,7,2017-12-01,육상,"경상북도 영양군 영양읍 영양창수로 983-130 / 무창리 산62-36, 3-2, 110, 108",449070.0084,399040.5478,36.61929114,129.2249105
89,신안1(천사),1,2016-01-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),254495.2425,108384.6173,34.88229739,125.9978663
89,신안1(천사),2,2016-01-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),254682.2197,108562.1541,34.88399853,125.9997876
89,신안1(천사),3,2016-01-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),255112.7813,108753.3316,34.88789621,126.0018316
89,신안1(천사),4,2016-01-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),255286.711,108901.8215,34.8894771,126.0034369
89,신안1(천사),5,2016-01-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),255630.1542,109177.8941,34.89259715,126.0064193
89,신안1(천사),6,2016-01-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),255878.2185,109333.9,34.8948468,126.0080988
89,신안1(천사),7,2016-01-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),256146.6713,109409.5158,34.89727302,126.0088969
89,신안1(천사),8,2016-01-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),256393.4373,109550.5506,34.8995096,126.010413
90,신안2-1(천사),1,2017-06-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),256651.7365,109668.3596,34.90184804,126.0116739
90,신안2-1(천사),2,2017-06-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),256857.0291,109735.2396,34.90370422,126.0123834
90,신안2-1(천사),3,2017-06-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),257087.5862,109815.6112,34.90578929,126.0132378
90,신안2-1(천사),4,2017-06-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),257150.5059,110112.2884,34.90638267,126.0164767
90,신안2-1(천사),5,2017-06-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),257157.6405,110319.101,34.90646526,126.0187385
90,신안2-1(천사),6,2017-06-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),257163.6559,110519.9375,34.9065372,126.0209351
91,신안2-2(천사),1,2018-07-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),257097.9352,110733.2062,34.90596365,126.0232753
91,신안2-2(천사),2,2018-07-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),257034.9317,111132.3813,34.90543084,126.0276491
91,신안2-2(천사),3,2018-07-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),257126.3546,111354.506,34.90627423,126.0300695
91,신안2-2(천사),4,2018-07-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),257123.1157,111542.5312,34.90626144,126.0321269
91,신안2-2(천사),5,2018-07-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),257047.8409,111678.0082,34.9055948,126.033617
91,신안2-2(천사),6,2018-07-01,육상,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),257009.3031,111900.7323,34.90526682,126.0360577
92,포항신광,1,2018-02-01,육상,"경상북도 포항시 북구 흥해읍 도음로 297-70 / 신광면 냉수리 산14-1산15-1,산16-2,산17,산62-1,산63-1,산64외 9필지",390002.9326,405241.8513,36.08610083,129.278619
92,포항신광,2,2018-02-01,육상,"경상북도 포항시 북구 흥해읍 도음로 297-70 / 신광면 냉수리 산14-1산15-1,산16-2,산17,산62-1,산63-1,산64외 9필지",390284.815,405115.4703,36.08866587,129.2772902
92,포항신광,3,2018-02-01,육상,"경상북도 포항시 북구 흥해읍 도음로 297-70 / 신광면 냉수리 산14-1산15-1,산16-2,산17,산62-1,산63-1,산64외 9필지",390533.7067,404997.2967,36.09093208,129.2760437
92,포항신광,4,2018-02-01,육상,"경상북도 포항시 북구 흥해읍 도음로 297-70 / 신광면 냉수리 산14-1산15-1,산16-2,산17,산62-1,산63-1,산64외 9필지",390820.4912,405143.9655,36.09348365,129.2777456
92,포항신광,5,2018-02-01,육상,"경상북도 포항시 북구 흥해읍 도음로 297-70 / 신광면 냉수리 산14-1산15-1,산16-2,산17,산62-1,산63-1,산64외 9필지",391152.2332,405098.4719,36.09648061,129.277327
92,포항신광,6,2018-02-01,육상,"경상북도 포항시 북구 흥해읍 도음로 297-70 / 신광면 냉수리 산14-1산15-1,산16-2,산17,산62-1,산63-1,산64외 9필지",391464.4648,405073.1755,36.09929761,129.2771275
93,삼천포,1,2018-07-01,육상,경상남도 사천시,256859.114,301634.2013,34.90264863,128.111994
94,노동풍력,1,2018-09-01,육상,강원도 평창군 용평면 운두령로 1243 / 노동리 산1-5,568567.8584,327540.3682,37.70793975,128.4463305
95,정암,1,2018-01-01,육상,강원도 정선군 고한읍 고한6길 16 (신한은행) / 3층,509390.1803,365928.8723,37.1688834,128.8681747
95,정암,2,2018-01-01,육상,강원도 정선군 고한읍 고한6길 16 (신한은행) / 3층,509432.0632,366127.5851,37.1692253,128.8704202
95,정암,3,2018-01-01,육상,강원도 정선군 고한읍 고한6길 16 (신한은행) / 3층,509277.1134,366365.7745,37.16778751,128.8730662
95,정암,4,2018-01-01,육상,강원도 정선군 고한읍 고한6길 16 (신한은행) / 3층,509317.2874,366579.9496,37.16811117,128.8754853
95,정암,5,2018-01-01,육상,강원도 정선군 고한읍 고한6길 16 (신한은행) / 3층,509386.6723,366797.92,37.16869717,128.8779536
95,정암,6,2018-01-01,육상,강원도 정선군 고한읍 고한6길 16 (신한은행) / 3층,509429.6093,367431.1862,37.16897066,128.8850896
95,정암,7,2018-01-01,육상,강원도 정선군 고한읍 고한6길 16 (신한은행) / 3층,509113.8557,367754.9644,37.16606905,128.8886624
95,정암,8,2018-01-01,육상,강원도 정선군 고한읍 고한6길 16 (신한은행) / 3층,508882.0383,367867.3508,37.16396122,128.889875
95,정암,9,2018-01-01,육상,강원도 정선군 고한읍 고한6길 16 (신한은행) / 3층,508733.5747,368071.9737,37.16258745,128.8921442
95,정암,10,2018-01-01,육상,강원도 정선군 고한읍 고한6길 16 (신한은행) / 3층,508343.4352,368130.7555,37.15906343,128.892718
95,정암,11,2018-01-01,육상,강원도 정선군 고한읍 고한6길 16 (신한은행) / 3층,508151.134,368093.1563,37.15733839,128.8922518
95,정암,12,2018-01-01,육상,강원도 정선군 고한읍 고한6길 16 (신한은행) / 3층,507930.9783,368136.2111,37.155348,128.8926868
95,정암,13,2018-01-01,육상,강원도 정선군 고한읍 고한6길 16 (신한은행) / 3층,507736.0102,368175.7978,37.15358507,128.8930884
95,정암,14,2018-01-01,육상,강원도 정선군 고한읍 고한6길 16 (신한은행) / 3층,507570.8115,368204.9861,37.1520921,128.8933797
96,영광실증,1,2018-01-01,육상,전라남도 영광군 백수읍 백수로3길 132-1,299089.5005,140079.3831,35.2865939,126.3413102
97,하장4,1,2018-11-01,육상,강원도 삼척시 하장면 판문길 714-647 / 하장4풍력발전소,517669.981,370818.8302,37.24256586,128.925096
98,울진 현종산,1,2019-03-01,육상,경상북도 울진군 기성면 삼산신흥로 778 / 881-77번지(도로명주소 미등록),475940.9003,411684.3969,36.85850093,129.3735809
